verb_root_ar,verb_root_translit,verb_meaning_en,tense,person_code,pronoun_ar,pronoun_translit,arabic,translit,english,audio_path
أنام,anām,To Sleep,past,2sf,إنتِ,inti,نمتي,nimti,You slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_2sf.mp3
أنام,anām,To Sleep,past,3sm,هو,huwwa,نام,nām,He slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_3sm.mp3
أنام,anām,To Sleep,past,3sf,هي,hiyya,نامت,nāmat,She slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_3sf.mp3
أنام,anām,To Sleep,past,1p,إحنا,iḥna,نمنا,nimna,We slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_1p.mp3
أنام,anām,To Sleep,past,2p,أنتم,antum,نمتوا,nimtu,You (all) slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_2p.mp3
أنام,anām,To Sleep,past,3p,هم,hum,ناموا,nāmu,They slept,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_past_3p.mp3
أنام,anām,To Sleep,present,1s,أنا,ana,أنام,anām,I sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_1s.mp3
أنام,anām,To Sleep,present,2sm,إنتَ,inta,تنام,tinām,You sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_2sm.mp3
أنام,anām,To Sleep,present,2sf,إنتِ,inti,تنامي,tināmi,You sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_2sf.mp3
أنام,anām,To Sleep,present,3sm,هو,huwwa,ينام,yinām,He sleeps,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_3sm.mp3
أنام,anām,To Sleep,present,3sf,هي,hiyya,تنام,tinām,She sleeps,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_3sf.mp3
أنام,anām,To Sleep,present,1p,إحنا,iḥna,ننام,ninām,We sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_1p.mp3
أنام,anām,To Sleep,present,2p,أنتم,antum,تناموا,tināmu,You (all) sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_2p.mp3
أنام,anām,To Sleep,present,3p,هم,hum,يناموا,yināmu,They sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_present_3p.mp3
أنام,anām,To Sleep,future,1s,أنا,ana,حأنام,ḥa-anām,I will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_1s.mp3
أنام,anām,To Sleep,future,2sm,إنتَ,inta,حتنام,ḥa-tinām,You will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_2sm.mp3
أنام,anām,To Sleep,future,2sf,إنتِ,inti,حتتنامي,ḥa-tināmi,You will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_2sf.mp3
أنام,anām,To Sleep,future,3sm,هو,huwwa,حينام,ḥa-yinām,He will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_3sm.mp3
أنام,anām,To Sleep,future,3sf,هي,hiyya,حتنام,ḥa-tinām,She will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_3sf.mp3
أنام,anām,To Sleep,future,1p,إحنا,iḥna,حننام,ḥa-ninām,We will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_1p.mp3
أنام,anām,To Sleep,future,2p,أنتم,antum,حتتناموا,ḥa-tināmu,You (all) will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_2p.mp3
أنام,anām,To Sleep,future,3p,هم,hum,حيناموا,ḥa-yināmu,They will sleep,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\anām_future_3p.mp3
أكتب,aktib,To Write,past,1s,أنا,ana,كتبت,katabt,I wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_1s.mp3
أكتب,aktib,To Write,past,2sm,إنتَ,inta,كتبت,katabt,You wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_2sm.mp3
أكتب,aktib,To Write,past,2sf,إنتِ,inti,كتبتي,katabti,You wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_2sf.mp3
أكتب,aktib,To Write,past,3sm,هو,huwwa,كتب,katab,He wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_3sm.mp3
أكتب,aktib,To Write,past,3sf,هي,hiyya,كتبت,katabat,She wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_3sf.mp3
أكتب,aktib,To Write,past,1p,إحنا,iḥna,كتبنا,katabna,We wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_1p.mp3
أكتب,aktib,To Write,past,2p,أنتم,antum,كتبتوا,katabtu,You (all) wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_2p.mp3
أكتب,aktib,To Write,past,3p,هم,hum,كتبوا,katabu,They wrote,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_past_3p.mp3
أكتب,aktib,To Write,present,1s,أنا,ana,أكتب,aktib,I write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_1s.mp3
أكتب,aktib,To Write,present,2sm,إنتَ,inta,تكتب,tiktib,You write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_2sm.mp3
أكتب,aktib,To Write,present,2sf,إنتِ,inti,تكتبي,tiktibi,You write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_2sf.mp3
أكتب,aktib,To Write,present,3sm,هو,huwwa,يكتب,yiktib,He writes,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_3sm.mp3
أكتب,aktib,To Write,present,3sf,هي,hiyya,تكتب,tiktib,She writes,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_3sf.mp3
أكتب,aktib,To Write,present,1p,إحنا,iḥna,نكتب,niktib,We write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_1p.mp3
أكتب,aktib,To Write,present,2p,أنتم,antum,تكتبوا,tiktibu,You (all) write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_2p.mp3
أكتب,aktib,To Write,present,3p,هم,hum,يكتبوا,yiktibu,They write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_present_3p.mp3
أكتب,aktib,To Write,future,1s,أنا,ana,حأكتب,ḥa-aktib,I will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_1s.mp3
أكتب,aktib,To Write,future,2sm,إنتَ,inta,حتكتب,ḥa-tiktib,You will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_2sm.mp3
أكتب,aktib,To Write,future,2sf,إنتِ,inti,حتتكتبي,ḥa-tiktibi,You will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_2sf.mp3
أكتب,aktib,To Write,future,3sm,هو,huwwa,حيكتب,ḥa-yiktib,He will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_3sm.mp3
أكتب,aktib,To Write,future,3sf,هي,hiyya,حتكتب,ḥa-tiktib,She will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_3sf.mp3
أكتب,aktib,To Write,future,1p,إحنا,iḥna,حنكتب,ḥa-niktib,We will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_1p.mp3
أكتب,aktib,To Write,future,2p,أنتم,antum,حتتكتبوا,ḥa-tiktibu,You (all) will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_2p.mp3
أكتب,aktib,To Write,future,3p,هم,hum,حيكتبوا,ḥa-yiktibu,They will write,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aktib_future_3p.mp3
أفتح,aftaḥ,To Open,past,1s,أنا,ana,فتحت,fataḥt,I opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_1s.mp3
أفتح,aftaḥ,To Open,past,2sm,إنتَ,inta,فتحت,fataḥt,You opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_2sm.mp3
أفتح,aftaḥ,To Open,past,2sf,إنتِ,inti,فتحتي,fataḥti,You opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_2sf.mp3
أفتح,aftaḥ,To Open,past,3sm,هو,huwwa,فتح,fataḥ,He opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_3sm.mp3
أفتح,aftaḥ,To Open,past,3sf,هي,hiyya,فتحت,fataḥat,She opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_3sf.mp3
أفتح,aftaḥ,To Open,past,1p,إحنا,iḥna,فتحنا,fataḥna,We opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_1p.mp3
أفتح,aftaḥ,To Open,past,2p,أنتم,antum,فتحتوا,fataḥtu,You (all) opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_2p.mp3
أفتح,aftaḥ,To Open,past,3p,هم,hum,فتحوا,fataḥu,They opened,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_past_3p.mp3
أفتح,aftaḥ,To Open,present,1s,أنا,ana,أفتح,aftaḥ,I open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_1s.mp3
أفتح,aftaḥ,To Open,present,2sm,إنتَ,inta,تفتح,tiftaḥ,You open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_2sm.mp3
أفتح,aftaḥ,To Open,present,2sf,إنتِ,inti,تفتحي,tiftaḥi,You open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_2sf.mp3
أفتح,aftaḥ,To Open,present,3sm,هو,huwwa,يفتح,yiftaḥ,He opens,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_3sm.mp3
أفتح,aftaḥ,To Open,present,3sf,هي,hiyya,تفتح,tiftaḥ,She opens,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_3sf.mp3
أفتح,aftaḥ,To Open,present,1p,إحنا,iḥna,نفتح,niftaḥ,We open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_1p.mp3
أفتح,aftaḥ,To Open,present,2p,أنتم,antum,تفتحوا,tiftaḥu,You (all) open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_2p.mp3
أفتح,aftaḥ,To Open,present,3p,هم,hum,يفتحوا,yiftaḥu,They open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_present_3p.mp3
أفتح,aftaḥ,To Open,future,1s,أنا,ana,حأفتح,ḥa-aftaḥ,I will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_1s.mp3
أفتح,aftaḥ,To Open,future,2sm,إنتَ,inta,حتفتح,ḥa-tiftaḥ,You will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_2sm.mp3
أفتح,aftaḥ,To Open,future,2sf,إنتِ,inti,حتتفتحي,ḥa-tiftaḥi,You will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_2sf.mp3
أفتح,aftaḥ,To Open,future,3sm,هو,huwwa,حيفتح,ḥa-yiftaḥ,He will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_3sm.mp3
أفتح,aftaḥ,To Open,future,3sf,هي,hiyya,حتفتح,ḥa-tiftaḥ,She will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_3sf.mp3
أفتح,aftaḥ,To Open,future,1p,إحنا,iḥna,حنفتح,ḥa-niftaḥ,We will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_1p.mp3
أفتح,aftaḥ,To Open,future,2p,أنتم,antum,حتتفتحوا,ḥa-tiftaḥu,You (all) will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_2p.mp3
أفتح,aftaḥ,To Open,future,3p,هم,hum,حيفتحوا,ḥa-yiftaḥu,They will open,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aftaḥ_future_3p.mp3
أسكر,askir / asakkir,To Close,past,1s,أنا,ana,سكرت,sakkart,I closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_1s.mp3
أسكر,askir / asakkir,To Close,past,2sm,إنتَ,inta,سكرت,sakkart,You closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_2sm.mp3
أسكر,askir / asakkir,To Close,past,2sf,إنتِ,inti,سكرتي,sakkarti,You closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_2sf.mp3
أسكر,askir / asakkir,To Close,past,3sm,هو,huwwa,سكر,sakkar,He closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_3sm.mp3
أسكر,askir / asakkir,To Close,past,3sf,هي,hiyya,سكرت,sakkarat,She closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_3sf.mp3
أسكر,askir / asakkir,To Close,past,1p,إحنا,iḥna,سكرنا,sakkarna,We closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_1p.mp3
أسكر,askir / asakkir,To Close,past,2p,أنتم,antum,سكرتوا,sakkartu,You (all) closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_2p.mp3
أسكر,askir / asakkir,To Close,past,3p,هم,hum,سكروا,sakkaru,They closed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_past_3p.mp3
أسكر,askir / asakkir,To Close,present,1s,أنا,ana,أسكر,asakkir,I close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_1s.mp3
أسكر,askir / asakkir,To Close,present,2sm,إنتَ,inta,تسكر,tisakkir,You close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_2sm.mp3
أسكر,askir / asakkir,To Close,present,2sf,إنتِ,inti,تسكري,tisakkiri,You close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_2sf.mp3
أسكر,askir / asakkir,To Close,present,3sm,هو,huwwa,يسكر,yisakkir,He closes,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_3sm.mp3
أسكر,askir / asakkir,To Close,present,3sf,هي,hiyya,تسكر,tisakkir,She closes,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_3sf.mp3
أسكر,askir / asakkir,To Close,present,1p,إحنا,iḥna,نسكر,nisakkir,We close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_1p.mp3
أسكر,askir / asakkir,To Close,present,2p,أنتم,antum,تسكروا,tisakkiru,You (all) close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_2p.mp3
أسكر,askir / asakkir,To Close,present,3p,هم,hum,يسكروا,yisakkiru,They close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_present_3p.mp3
أسكر,askir / asakkir,To Close,future,1s,أنا,ana,حأسكر,ḥa-asakkir,I will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_1s.mp3
أسكر,askir / asakkir,To Close,future,2sm,إنتَ,inta,حتسكر,ḥa-tisakkir,You will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_2sm.mp3
أسكر,askir / asakkir,To Close,future,2sf,إنتِ,inti,حتتسكري,ḥa-tisakkiri,You will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_2sf.mp3
أسكر,askir / asakkir,To Close,future,3sm,هو,huwwa,حيسكر,ḥa-yisakkir,He will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_3sm.mp3
أسكر,askir / asakkir,To Close,future,3sf,هي,hiyya,حتسكر,ḥa-tisakkir,She will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_3sf.mp3
أسكر,askir / asakkir,To Close,future,1p,إحنا,iḥna,حنسكر,ḥa-nisakkir,We will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_1p.mp3
أسكر,askir / asakkir,To Close,future,2p,أنتم,antum,حتتسكروا,ḥa-tisakkiru,You (all) will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_2p.mp3
أسكر,askir / asakkir,To Close,future,3p,هم,hum,حيسكروا,ḥa-yisakkiru,They will close,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\askir___asakkir_future_3p.mp3
ألبس,albis,To Wear / To Get Dressed,past,1s,أنا,ana,لبست,libist,I wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_1s.mp3
ألبس,albis,To Wear / To Get Dressed,past,2sm,إنتَ,inta,لبست,libist,You wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_2sm.mp3
ألبس,albis,To Wear / To Get Dressed,past,2sf,إنتِ,inti,لبستي,libisti,You wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_2sf.mp3
ألبس,albis,To Wear / To Get Dressed,past,3sm,هو,huwwa,لبس,libis,He wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_3sm.mp3
ألبس,albis,To Wear / To Get Dressed,past,3sf,هي,hiyya,لبست,libsat,She wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_3sf.mp3
ألبس,albis,To Wear / To Get Dressed,past,1p,إحنا,iḥna,لبسنا,libisna,We wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_1p.mp3
ألبس,albis,To Wear / To Get Dressed,past,2p,أنتم,antum,لبستوا,libistu,You (all) wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_2p.mp3
ألبس,albis,To Wear / To Get Dressed,past,3p,هم,hum,لبسوا,libsu,They wore/got dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_past_3p.mp3
ألبس,albis,To Wear / To Get Dressed,present,1s,أنا,ana,ألبس,albis,I wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_1s.mp3
ألبس,albis,To Wear / To Get Dressed,present,2sm,إنتَ,inta,تلبس,tilbis,You wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_2sm.mp3
ألبس,albis,To Wear / To Get Dressed,present,2sf,إنتِ,inti,تلبسي,tilbisi,You wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_2sf.mp3
